year,originregion,destinationregion,fe_year
2000.0,LAM,USA,-30.800185050155154
2000.0,FSU,SAS,-30.800185050155154
2000.0,FSU,EEU,-30.800185050155154
2000.0,FSU,MAF,-30.800185050155154
2000.0,FSU,SIS,-30.800185050155154
2000.0,FSU,WEU,-30.800185050155154
2000.0,FSU,SSA,-30.800185050155154
2000.0,FSU,LAM,-30.800185050155154
2000.0,FSU,ANZ,-30.800185050155154
2000.0,FSU,MDE,-30.800185050155154
2000.0,FSU,CAM,-30.800185050155154
2000.0,FSU,SEA,-30.800185050155154
2000.0,FSU,CAN,-30.800185050155154
2000.0,FSU,CHI,-30.800185050155154
2000.0,FSU,JPK,-30.800185050155154
2000.0,FSU,USA,-30.800185050155154
2000.0,ANZ,SAS,-30.800185050155154
2000.0,ANZ,EEU,-30.800185050155154
2000.0,ANZ,MAF,-30.800185050155154
2000.0,ANZ,SIS,-30.800185050155154
2000.0,ANZ,WEU,-30.800185050155154
2000.0,ANZ,SSA,-30.800185050155154
2000.0,ANZ,LAM,-30.800185050155154
2000.0,ANZ,FSU,-30.800185050155154
2000.0,ANZ,MDE,-30.800185050155154
2000.0,ANZ,CAM,-30.800185050155154
2000.0,ANZ,SEA,-30.800185050155154
2000.0,ANZ,CAN,-30.800185050155154
2000.0,ANZ,CHI,-30.800185050155154
2000.0,ANZ,JPK,-30.800185050155154
2000.0,ANZ,USA,-30.800185050155154
2000.0,MDE,SAS,-30.800185050155154
2000.0,MDE,EEU,-30.800185050155154
2000.0,MDE,MAF,-30.800185050155154
2000.0,MDE,SIS,-30.800185050155154
2000.0,MDE,WEU,-30.800185050155154
2000.0,MDE,SSA,-30.800185050155154
2000.0,MDE,LAM,-30.800185050155154
2000.0,MDE,FSU,-30.800185050155154
2000.0,MDE,ANZ,-30.800185050155154
2000.0,MDE,CAM,-30.800185050155154
2000.0,MDE,SEA,-30.800185050155154
2000.0,MDE,CAN,-30.800185050155154
2000.0,MDE,CHI,-30.800185050155154
2000.0,MDE,JPK,-30.800185050155154
2000.0,MDE,USA,-30.800185050155154
2000.0,CAM,SAS,-30.800185050155154
2000.0,CAM,EEU,-30.800185050155154
2000.0,CAM,MAF,-30.800185050155154
2000.0,CAM,SIS,-30.800185050155154
2000.0,CAM,WEU,-30.800185050155154
2000.0,CAM,SSA,-30.800185050155154
2000.0,CAM,LAM,-30.800185050155154
2000.0,CAM,FSU,-30.800185050155154
2000.0,CAM,ANZ,-30.800185050155154
2000.0,CAM,MDE,-30.800185050155154
2000.0,CAM,SEA,-30.800185050155154
2000.0,CAM,CAN,-30.800185050155154
2000.0,CAM,CHI,-30.800185050155154
2000.0,CAM,JPK,-30.800185050155154
2000.0,CAM,USA,-30.800185050155154
2000.0,SEA,SAS,-30.800185050155154
2000.0,SEA,EEU,-30.800185050155154
2000.0,SEA,MAF,-30.800185050155154
2000.0,SEA,SIS,-30.800185050155154
2000.0,SEA,WEU,-30.800185050155154
2000.0,SEA,SSA,-30.800185050155154
2000.0,SEA,LAM,-30.800185050155154
2000.0,SEA,FSU,-30.800185050155154
2000.0,SEA,ANZ,-30.800185050155154
2000.0,SEA,MDE,-30.800185050155154
2000.0,SEA,CAM,-30.800185050155154
2000.0,SEA,CAN,-30.800185050155154
2000.0,SEA,CHI,-30.800185050155154
2000.0,SEA,JPK,-30.800185050155154
2000.0,SEA,USA,-30.800185050155154
2000.0,CAN,SAS,-30.800185050155154
2000.0,CAN,EEU,-30.800185050155154
2000.0,CAN,MAF,-30.800185050155154
2000.0,CAN,SIS,-30.800185050155154
2000.0,CAN,WEU,-30.800185050155154
2000.0,CAN,SSA,-30.800185050155154
2000.0,CAN,LAM,-30.800185050155154
2000.0,CAN,FSU,-30.800185050155154
2000.0,CAN,ANZ,-30.800185050155154
2000.0,CAN,MDE,-30.800185050155154
2000.0,CAN,CAM,-30.800185050155154
2000.0,CAN,SEA,-30.800185050155154
2000.0,CAN,CHI,-30.800185050155154
2000.0,CAN,JPK,-30.800185050155154
2000.0,CAN,USA,-30.800185050155154
2000.0,CHI,SAS,-30.800185050155154
2000.0,CHI,EEU,-30.800185050155154
2000.0,CHI,MAF,-30.800185050155154
2000.0,CHI,SIS,-30.800185050155154
2000.0,CHI,WEU,-30.800185050155154
2000.0,CHI,SSA,-30.800185050155154
2000.0,CHI,LAM,-30.800185050155154
2000.0,CHI,FSU,-30.800185050155154
2000.0,CHI,ANZ,-30.800185050155154
2000.0,CHI,MDE,-30.800185050155154
2000.0,CHI,CAM,-30.800185050155154
2000.0,CHI,SEA,-30.800185050155154
2000.0,CHI,CAN,-30.800185050155154
2000.0,CHI,JPK,-30.800185050155154
2000.0,CHI,USA,-30.800185050155154
2000.0,JPK,SAS,-30.800185050155154
2000.0,JPK,EEU,-30.800185050155154
2000.0,JPK,MAF,-30.800185050155154
2000.0,JPK,SIS,-30.800185050155154
2000.0,JPK,WEU,-30.800185050155154
2000.0,JPK,SSA,-30.800185050155154
2000.0,JPK,LAM,-30.800185050155154
2000.0,JPK,FSU,-30.800185050155154
2000.0,JPK,ANZ,-30.800185050155154
2000.0,JPK,MDE,-30.800185050155154
2000.0,JPK,CAM,-30.800185050155154
2000.0,JPK,SEA,-30.800185050155154
2000.0,JPK,CAN,-30.800185050155154
2000.0,JPK,CHI,-30.800185050155154
2000.0,JPK,USA,-30.800185050155154
2000.0,USA,SAS,-30.800185050155154
2000.0,USA,EEU,-30.800185050155154
2000.0,USA,MAF,-30.800185050155154
2000.0,USA,SIS,-30.800185050155154
2000.0,USA,WEU,-30.800185050155154
2000.0,USA,SSA,-30.800185050155154
2000.0,USA,LAM,-30.800185050155154
2000.0,USA,FSU,-30.800185050155154
2000.0,USA,ANZ,-30.800185050155154
2000.0,USA,MDE,-30.800185050155154
2000.0,USA,CAM,-30.800185050155154
2000.0,USA,SEA,-30.800185050155154
2000.0,USA,CAN,-30.800185050155154
2000.0,USA,CHI,-30.800185050155154
2000.0,USA,JPK,-30.800185050155154
2005.0,SAS,EEU,-31.000304924812585
2005.0,SAS,MAF,-31.000304924812585
2005.0,SAS,SIS,-31.000304924812585
2005.0,SAS,WEU,-31.000304924812585
2005.0,SAS,SSA,-31.000304924812585
2005.0,SAS,LAM,-31.000304924812585
2005.0,SAS,FSU,-31.000304924812585
2005.0,SAS,ANZ,-31.000304924812585
2005.0,SAS,MDE,-31.000304924812585
2005.0,SAS,CAM,-31.000304924812585
2005.0,SAS,SEA,-31.000304924812585
2005.0,SAS,CAN,-31.000304924812585
2005.0,SAS,CHI,-31.000304924812585
2005.0,SAS,JPK,-31.000304924812585
2005.0,SAS,USA,-31.000304924812585
2005.0,EEU,SAS,-31.000304924812585
2005.0,EEU,MAF,-31.000304924812585
2005.0,EEU,SIS,-31.000304924812585
2005.0,EEU,WEU,-31.000304924812585
2005.0,EEU,SSA,-31.000304924812585
2005.0,EEU,LAM,-31.000304924812585
2005.0,EEU,FSU,-31.000304924812585
2005.0,EEU,ANZ,-31.000304924812585
2005.0,EEU,MDE,-31.000304924812585
2005.0,EEU,CAM,-31.000304924812585
2005.0,EEU,SEA,-31.000304924812585
2005.0,EEU,CAN,-31.000304924812585
2005.0,EEU,CHI,-31.000304924812585
2005.0,EEU,JPK,-31.000304924812585
2005.0,EEU,USA,-31.000304924812585
2005.0,MAF,SAS,-31.000304924812585
2005.0,MAF,EEU,-31.000304924812585
2005.0,MAF,SIS,-31.000304924812585
2005.0,MAF,WEU,-31.000304924812585
2005.0,MAF,SSA,-31.000304924812585
2005.0,MAF,LAM,-31.000304924812585
2005.0,MAF,FSU,-31.000304924812585
2005.0,MAF,ANZ,-31.000304924812585
2005.0,MAF,MDE,-31.000304924812585
2005.0,MAF,CAM,-31.000304924812585
2005.0,MAF,SEA,-31.000304924812585
2005.0,MAF,CAN,-31.000304924812585
2005.0,MAF,CHI,-31.000304924812585
2005.0,MAF,JPK,-31.000304924812585
2005.0,MAF,USA,-31.000304924812585
2005.0,SIS,SAS,-31.000304924812585
2005.0,SIS,EEU,-31.000304924812585
2005.0,SIS,MAF,-31.000304924812585
2005.0,SIS,WEU,-31.000304924812585
2005.0,SIS,SSA,-31.000304924812585
2005.0,SIS,LAM,-31.000304924812585
2005.0,SIS,FSU,-31.000304924812585
2005.0,SIS,ANZ,-31.000304924812585
2005.0,SIS,MDE,-31.000304924812585
2005.0,SIS,CAM,-31.000304924812585
2005.0,SIS,SEA,-31.000304924812585
2005.0,SIS,CAN,-31.000304924812585
2005.0,SIS,CHI,-31.000304924812585
2005.0,SIS,JPK,-31.000304924812585
2005.0,SIS,USA,-31.000304924812585
2005.0,WEU,SAS,-31.000304924812585
2005.0,WEU,EEU,-31.000304924812585
2005.0,WEU,MAF,-31.000304924812585
2005.0,WEU,SIS,-31.000304924812585
2005.0,WEU,SSA,-31.000304924812585
2005.0,WEU,LAM,-31.000304924812585
2005.0,WEU,FSU,-31.000304924812585
2005.0,WEU,ANZ,-31.000304924812585
2005.0,WEU,MDE,-31.000304924812585
2005.0,WEU,CAM,-31.000304924812585
2005.0,WEU,SEA,-31.000304924812585
2005.0,WEU,CAN,-31.000304924812585
2005.0,WEU,CHI,-31.000304924812585
2005.0,WEU,JPK,-31.000304924812585
2005.0,WEU,USA,-31.000304924812585
2005.0,SSA,SAS,-31.000304924812585
2005.0,SSA,EEU,-31.000304924812585
2005.0,SSA,MAF,-31.000304924812585
2005.0,SSA,SIS,-31.000304924812585
2005.0,SSA,WEU,-31.000304924812585
2005.0,SSA,LAM,-31.000304924812585
2005.0,SSA,FSU,-31.000304924812585
2005.0,SSA,ANZ,-31.000304924812585
2005.0,SSA,MDE,-31.000304924812585
2005.0,SSA,CAM,-31.000304924812585
2005.0,SSA,SEA,-31.000304924812585
2005.0,SSA,CAN,-31.000304924812585
2005.0,SSA,CHI,-31.000304924812585
2005.0,SSA,JPK,-31.000304924812585
2005.0,SSA,USA,-31.000304924812585
2005.0,LAM,SAS,-31.000304924812585
2005.0,LAM,EEU,-31.000304924812585
2005.0,LAM,MAF,-31.000304924812585
2005.0,LAM,SIS,-31.000304924812585
2005.0,LAM,WEU,-31.000304924812585
2005.0,LAM,SSA,-31.000304924812585
2005.0,LAM,FSU,-31.000304924812585
2005.0,LAM,ANZ,-31.000304924812585
2005.0,LAM,MDE,-31.000304924812585
2005.0,LAM,CAM,-31.000304924812585
2005.0,LAM,SEA,-31.000304924812585
2005.0,LAM,CAN,-31.000304924812585
2005.0,LAM,CHI,-31.000304924812585
2005.0,LAM,JPK,-31.000304924812585
2005.0,LAM,USA,-31.000304924812585
2005.0,FSU,SAS,-31.000304924812585
2005.0,FSU,EEU,-31.000304924812585
2005.0,FSU,MAF,-31.000304924812585
2005.0,FSU,SIS,-31.000304924812585
2005.0,FSU,WEU,-31.000304924812585
2005.0,FSU,SSA,-31.000304924812585
2005.0,FSU,LAM,-31.000304924812585
2005.0,FSU,ANZ,-31.000304924812585
2005.0,FSU,MDE,-31.000304924812585
2005.0,FSU,CAM,-31.000304924812585
2005.0,FSU,SEA,-31.000304924812585
2005.0,FSU,CAN,-31.000304924812585
2005.0,FSU,CHI,-31.000304924812585
2005.0,FSU,JPK,-31.000304924812585
2005.0,FSU,USA,-31.000304924812585
2005.0,ANZ,SAS,-31.000304924812585
2005.0,ANZ,EEU,-31.000304924812585
2005.0,ANZ,MAF,-31.000304924812585
2005.0,ANZ,SIS,-31.000304924812585
2005.0,ANZ,WEU,-31.000304924812585
2005.0,ANZ,SSA,-31.000304924812585
2005.0,ANZ,LAM,-31.000304924812585
2005.0,ANZ,FSU,-31.000304924812585
2005.0,ANZ,MDE,-31.000304924812585
2005.0,ANZ,CAM,-31.000304924812585
2005.0,ANZ,SEA,-31.000304924812585
2005.0,ANZ,CAN,-31.000304924812585
2005.0,ANZ,CHI,-31.000304924812585
2005.0,ANZ,JPK,-31.000304924812585
2005.0,ANZ,USA,-31.000304924812585
2005.0,MDE,SAS,-31.000304924812585
2005.0,MDE,EEU,-31.000304924812585
2005.0,MDE,MAF,-31.000304924812585
2005.0,MDE,SIS,-31.000304924812585
2005.0,MDE,WEU,-31.000304924812585
2005.0,MDE,SSA,-31.000304924812585
2005.0,MDE,LAM,-31.000304924812585
2005.0,MDE,FSU,-31.000304924812585
2005.0,MDE,ANZ,-31.000304924812585
2005.0,MDE,CAM,-31.000304924812585
2005.0,MDE,SEA,-31.000304924812585
2005.0,MDE,CAN,-31.000304924812585
2005.0,MDE,CHI,-31.000304924812585
2005.0,MDE,JPK,-31.000304924812585
2005.0,MDE,USA,-31.000304924812585
2005.0,CAM,SAS,-31.000304924812585
2005.0,CAM,EEU,-31.000304924812585
2005.0,CAM,MAF,-31.000304924812585
2005.0,CAM,SIS,-31.000304924812585
2005.0,CAM,WEU,-31.000304924812585
2005.0,CAM,SSA,-31.000304924812585
2005.0,CAM,LAM,-31.000304924812585
2005.0,CAM,FSU,-31.000304924812585
2005.0,CAM,ANZ,-31.000304924812585
2005.0,CAM,MDE,-31.000304924812585
2005.0,CAM,SEA,-31.000304924812585
2005.0,CAM,CAN,-31.000304924812585
2005.0,CAM,CHI,-31.000304924812585
2005.0,CAM,JPK,-31.000304924812585
2005.0,CAM,USA,-31.000304924812585
2005.0,SEA,SAS,-31.000304924812585
2005.0,SEA,EEU,-31.000304924812585
2005.0,SEA,MAF,-31.000304924812585
2005.0,SEA,SIS,-31.000304924812585
2005.0,SEA,WEU,-31.000304924812585
2005.0,SEA,SSA,-31.000304924812585
2005.0,SEA,LAM,-31.000304924812585
2005.0,SEA,FSU,-31.000304924812585
2005.0,SEA,ANZ,-31.000304924812585
2005.0,SEA,MDE,-31.000304924812585
2005.0,SEA,CAM,-31.000304924812585
2005.0,SEA,CAN,-31.000304924812585
2005.0,SEA,CHI,-31.000304924812585
2005.0,SEA,JPK,-31.000304924812585
2005.0,SEA,USA,-31.000304924812585
2005.0,CAN,SAS,-31.000304924812585
2005.0,CAN,EEU,-31.000304924812585
2005.0,CAN,MAF,-31.000304924812585
2005.0,CAN,SIS,-31.000304924812585
2005.0,CAN,WEU,-31.000304924812585
2005.0,CAN,SSA,-31.000304924812585
2005.0,CAN,LAM,-31.000304924812585
2005.0,CAN,FSU,-31.000304924812585
2005.0,CAN,ANZ,-31.000304924812585
2005.0,CAN,MDE,-31.000304924812585
2005.0,CAN,CAM,-31.000304924812585
2005.0,CAN,SEA,-31.000304924812585
2005.0,CAN,CHI,-31.000304924812585
2005.0,CAN,JPK,-31.000304924812585
2005.0,CAN,USA,-31.000304924812585
2005.0,CHI,SAS,-31.000304924812585
2005.0,CHI,EEU,-31.000304924812585
2005.0,CHI,MAF,-31.000304924812585
2005.0,CHI,SIS,-31.000304924812585
2005.0,CHI,WEU,-31.000304924812585
2005.0,CHI,SSA,-31.000304924812585
2005.0,CHI,LAM,-31.000304924812585
2005.0,CHI,FSU,-31.000304924812585
2005.0,CHI,ANZ,-31.000304924812585
2005.0,CHI,MDE,-31.000304924812585
2005.0,CHI,CAM,-31.000304924812585
2005.0,CHI,SEA,-31.000304924812585
2005.0,CHI,CAN,-31.000304924812585
2005.0,CHI,JPK,-31.000304924812585
2005.0,CHI,USA,-31.000304924812585
2005.0,JPK,SAS,-31.000304924812585
2005.0,JPK,EEU,-31.000304924812585
2005.0,JPK,MAF,-31.000304924812585
2005.0,JPK,SIS,-31.000304924812585
2005.0,JPK,WEU,-31.000304924812585
2005.0,JPK,SSA,-31.000304924812585
2005.0,JPK,LAM,-31.000304924812585
2005.0,JPK,FSU,-31.000304924812585
2005.0,JPK,ANZ,-31.000304924812585
2005.0,JPK,MDE,-31.000304924812585
2005.0,JPK,CAM,-31.000304924812585
2005.0,JPK,SEA,-31.000304924812585
2005.0,JPK,CAN,-31.000304924812585
2005.0,JPK,CHI,-31.000304924812585
2005.0,JPK,USA,-31.000304924812585
2005.0,USA,SAS,-31.000304924812585
2005.0,USA,EEU,-31.000304924812585
2005.0,USA,MAF,-31.000304924812585
2005.0,USA,SIS,-31.000304924812585
2005.0,USA,WEU,-31.000304924812585
2005.0,USA,SSA,-31.000304924812585
2005.0,USA,LAM,-31.000304924812585
2005.0,USA,FSU,-31.000304924812585
2005.0,USA,ANZ,-31.000304924812585
2005.0,USA,MDE,-31.000304924812585
2005.0,USA,CAM,-31.000304924812585
2005.0,USA,SEA,-31.000304924812585
2005.0,USA,CAN,-31.000304924812585
2005.0,USA,CHI,-31.000304924812585
2005.0,USA,JPK,-31.000304924812585
2010.0,SAS,EEU,-31.41748707374088
2010.0,SAS,MAF,-31.41748707374088
2010.0,SAS,SIS,-31.41748707374088
2010.0,SAS,WEU,-31.41748707374088
2010.0,SAS,SSA,-31.41748707374088
2010.0,SAS,LAM,-31.41748707374088
2010.0,SAS,FSU,-31.41748707374088
2010.0,SAS,MDE,-31.41748707374088
2010.0,SAS,CAM,-31.41748707374088
2010.0,SAS,SEA,-31.41748707374088
2010.0,SAS,CAN,-31.41748707374088
2010.0,SAS,CHI,-31.41748707374088
2010.0,SAS,JPK,-31.41748707374088
2010.0,SAS,USA,-31.41748707374088
2010.0,EEU,SAS,-31.41748707374088
2010.0,EEU,MAF,-31.41748707374088
2010.0,EEU,SIS,-31.41748707374088
2010.0,EEU,WEU,-31.41748707374088
2010.0,EEU,SSA,-31.41748707374088
2010.0,EEU,LAM,-31.41748707374088
2010.0,EEU,FSU,-31.41748707374088
2010.0,EEU,MDE,-31.41748707374088
2010.0,EEU,CAM,-31.41748707374088
2010.0,EEU,SEA,-31.41748707374088
2010.0,EEU,CAN,-31.41748707374088
2010.0,EEU,CHI,-31.41748707374088
2010.0,EEU,JPK,-31.41748707374088
2010.0,EEU,USA,-31.41748707374088
2010.0,MAF,SAS,-31.41748707374088
2010.0,MAF,EEU,-31.41748707374088
2010.0,MAF,SIS,-31.41748707374088
2010.0,MAF,WEU,-31.41748707374088
2010.0,MAF,SSA,-31.41748707374088
2010.0,MAF,LAM,-31.41748707374088
2010.0,MAF,FSU,-31.41748707374088
2010.0,MAF,MDE,-31.41748707374088
2010.0,MAF,CAM,-31.41748707374088
2010.0,MAF,SEA,-31.41748707374088
2010.0,MAF,CAN,-31.41748707374088
2010.0,MAF,CHI,-31.41748707374088
2010.0,MAF,JPK,-31.41748707374088
2010.0,MAF,USA,-31.41748707374088
2010.0,SIS,SAS,-31.41748707374088
2010.0,SIS,EEU,-31.41748707374088
2010.0,SIS,MAF,-31.41748707374088
2010.0,SIS,WEU,-31.41748707374088
2010.0,SIS,SSA,-31.41748707374088
2010.0,SIS,LAM,-31.41748707374088
2010.0,SIS,FSU,-31.41748707374088
2010.0,SIS,MDE,-31.41748707374088
2010.0,SIS,CAM,-31.41748707374088
2010.0,SIS,SEA,-31.41748707374088
2010.0,SIS,CAN,-31.41748707374088
2010.0,SIS,CHI,-31.41748707374088
2010.0,SIS,JPK,-31.41748707374088
2010.0,SIS,USA,-31.41748707374088
2010.0,WEU,SAS,-31.41748707374088
2010.0,WEU,EEU,-31.41748707374088
2010.0,WEU,MAF,-31.41748707374088
2010.0,WEU,SIS,-31.41748707374088
2010.0,WEU,SSA,-31.41748707374088
2010.0,WEU,LAM,-31.41748707374088
2010.0,WEU,FSU,-31.41748707374088
2010.0,WEU,MDE,-31.41748707374088
2010.0,WEU,CAM,-31.41748707374088
2010.0,WEU,SEA,-31.41748707374088
2010.0,WEU,CAN,-31.41748707374088
2010.0,WEU,CHI,-31.41748707374088
2010.0,WEU,JPK,-31.41748707374088
2010.0,WEU,USA,-31.41748707374088
2010.0,SSA,SAS,-31.41748707374088
2010.0,SSA,EEU,-31.41748707374088
2010.0,SSA,MAF,-31.41748707374088
2010.0,SSA,SIS,-31.41748707374088
2010.0,SSA,WEU,-31.41748707374088
2010.0,SSA,LAM,-31.41748707374088
2010.0,SSA,FSU,-31.41748707374088
2010.0,SSA,MDE,-31.41748707374088
2010.0,SSA,CAM,-31.41748707374088
2010.0,SSA,SEA,-31.41748707374088
2010.0,SSA,CAN,-31.41748707374088
2010.0,SSA,CHI,-31.41748707374088
2010.0,SSA,JPK,-31.41748707374088
2010.0,SSA,USA,-31.41748707374088
2010.0,LAM,SAS,-31.41748707374088
2010.0,LAM,EEU,-31.41748707374088
2010.0,LAM,MAF,-31.41748707374088
2010.0,LAM,SIS,-31.41748707374088
2010.0,LAM,WEU,-31.41748707374088
2010.0,LAM,SSA,-31.41748707374088
2010.0,LAM,FSU,-31.41748707374088
2010.0,LAM,MDE,-31.41748707374088
2010.0,LAM,CAM,-31.41748707374088
2010.0,LAM,SEA,-31.41748707374088
2010.0,LAM,CAN,-31.41748707374088
2010.0,LAM,CHI,-31.41748707374088
2010.0,LAM,JPK,-31.41748707374088
2010.0,LAM,USA,-31.41748707374088
2010.0,FSU,SAS,-31.41748707374088
2010.0,FSU,EEU,-31.41748707374088
2010.0,FSU,MAF,-31.41748707374088
2010.0,FSU,SIS,-31.41748707374088
2010.0,FSU,WEU,-31.41748707374088
2010.0,FSU,SSA,-31.41748707374088
2010.0,FSU,LAM,-31.41748707374088
2010.0,FSU,MDE,-31.41748707374088
2010.0,FSU,CAM,-31.41748707374088
2010.0,FSU,SEA,-31.41748707374088
2010.0,FSU,CAN,-31.41748707374088
2010.0,FSU,CHI,-31.41748707374088
2010.0,FSU,JPK,-31.41748707374088
2010.0,FSU,USA,-31.41748707374088
2010.0,MDE,SAS,-31.41748707374088
2010.0,MDE,EEU,-31.41748707374088
2010.0,MDE,MAF,-31.41748707374088
2010.0,MDE,SIS,-31.41748707374088
2010.0,MDE,WEU,-31.41748707374088
2010.0,MDE,SSA,-31.41748707374088
2010.0,MDE,LAM,-31.41748707374088
2010.0,MDE,FSU,-31.41748707374088
2010.0,MDE,CAM,-31.41748707374088
2010.0,MDE,SEA,-31.41748707374088
2010.0,MDE,CAN,-31.41748707374088
2010.0,MDE,CHI,-31.41748707374088
2010.0,MDE,JPK,-31.41748707374088
2010.0,MDE,USA,-31.41748707374088
2010.0,CAM,SAS,-31.41748707374088
2010.0,CAM,EEU,-31.41748707374088
2010.0,CAM,MAF,-31.41748707374088
2010.0,CAM,SIS,-31.41748707374088
2010.0,CAM,WEU,-31.41748707374088
2010.0,CAM,SSA,-31.41748707374088
2010.0,CAM,LAM,-31.41748707374088
2010.0,CAM,FSU,-31.41748707374088
2010.0,CAM,MDE,-31.41748707374088
2010.0,CAM,SEA,-31.41748707374088
2010.0,CAM,CAN,-31.41748707374088
2010.0,CAM,CHI,-31.41748707374088
2010.0,CAM,JPK,-31.41748707374088
2010.0,CAM,USA,-31.41748707374088
2010.0,SEA,SAS,-31.41748707374088
2010.0,SEA,EEU,-31.41748707374088
2010.0,SEA,MAF,-31.41748707374088
2010.0,SEA,SIS,-31.41748707374088
2010.0,SEA,WEU,-31.41748707374088
2010.0,SEA,SSA,-31.41748707374088
2010.0,SEA,LAM,-31.41748707374088
2010.0,SEA,FSU,-31.41748707374088
2010.0,SEA,MDE,-31.41748707374088
2010.0,SEA,CAM,-31.41748707374088
2010.0,SEA,CAN,-31.41748707374088
2010.0,SEA,CHI,-31.41748707374088
2010.0,SEA,JPK,-31.41748707374088
2010.0,SEA,USA,-31.41748707374088
2010.0,CAN,SAS,-31.41748707374088
2010.0,CAN,EEU,-31.41748707374088
2010.0,CAN,MAF,-31.41748707374088
2010.0,CAN,SIS,-31.41748707374088
2010.0,CAN,WEU,-31.41748707374088
2010.0,CAN,SSA,-31.41748707374088
2010.0,CAN,LAM,-31.41748707374088
2010.0,CAN,FSU,-31.41748707374088
2010.0,CAN,MDE,-31.41748707374088
2010.0,CAN,CAM,-31.41748707374088
2010.0,CAN,SEA,-31.41748707374088
2010.0,CAN,CHI,-31.41748707374088
2010.0,CAN,JPK,-31.41748707374088
2010.0,CAN,USA,-31.41748707374088
2010.0,CHI,SAS,-31.41748707374088
2010.0,CHI,EEU,-31.41748707374088
2010.0,CHI,MAF,-31.41748707374088
2010.0,CHI,SIS,-31.41748707374088
2010.0,CHI,WEU,-31.41748707374088
2010.0,CHI,SSA,-31.41748707374088
2010.0,CHI,LAM,-31.41748707374088
2010.0,CHI,FSU,-31.41748707374088
2010.0,CHI,MDE,-31.41748707374088
2010.0,CHI,CAM,-31.41748707374088
2010.0,CHI,SEA,-31.41748707374088
2010.0,CHI,CAN,-31.41748707374088
2010.0,CHI,JPK,-31.41748707374088
2010.0,CHI,USA,-31.41748707374088
2010.0,JPK,SAS,-31.41748707374088
2010.0,JPK,EEU,-31.41748707374088
2010.0,JPK,MAF,-31.41748707374088
2010.0,JPK,SIS,-31.41748707374088
2010.0,JPK,WEU,-31.41748707374088
2010.0,JPK,SSA,-31.41748707374088
2010.0,JPK,LAM,-31.41748707374088
2010.0,JPK,FSU,-31.41748707374088
2010.0,JPK,MDE,-31.41748707374088
2010.0,JPK,CAM,-31.41748707374088
2010.0,JPK,SEA,-31.41748707374088
2010.0,JPK,CAN,-31.41748707374088
2010.0,JPK,CHI,-31.41748707374088
2010.0,JPK,USA,-31.41748707374088
2010.0,USA,SAS,-31.41748707374088
2010.0,USA,EEU,-31.41748707374088
2010.0,USA,MAF,-31.41748707374088
2010.0,USA,SIS,-31.41748707374088
2010.0,USA,WEU,-31.41748707374088
2010.0,USA,SSA,-31.41748707374088
2010.0,USA,LAM,-31.41748707374088
2010.0,USA,FSU,-31.41748707374088
2010.0,USA,MDE,-31.41748707374088
2010.0,USA,CAM,-31.41748707374088
2010.0,USA,SEA,-31.41748707374088
2010.0,USA,CAN,-31.41748707374088
2010.0,USA,CHI,-31.41748707374088
2010.0,USA,JPK,-31.41748707374088
